review,score,review_length,cleaned_review
"Tired of subtitles: Ok so I didn’t really watch much TV so I cancelled Netflix but OMG they have the easiest, quickest and most beautifully simple cancellation procedure! Basically I googled cancel Netflix. I got a page with ‘finish cancellation?’ and a button to press.  It took 2 clicks. TWO!  Every company should do this.  It makes a change from needing to navigate to the 25th page, enter your shoe size, give a reason why you are cancelling, give your next of kin and then re-enter the card details you used to subscribe with.  Well done Netflix. I cancelled and you were big enough to just accept it. I might even re-subscribe I’m so impressed",2,650,tired subtitle ok not watch tv cancel Netflix OMG easy quick beautifully simple cancellation procedure Basically google cancel Netflix get page finish cancellation button press   take 2 click   company   make change need navigate 25th page enter shoe size reason cancel kin reenter card detail subscribe   Netflix cancel big accept resubscribe m impressed
Netflix is a waste of money 💰 they…: People there themselves have no idea  how the Netflix platform works. Just *facepalm*,1,122,Netflix waste money   People idea   Netflix platform work facepalm
"I keep getting a refund nearly every…: I love Netflix's content however over the past few months have found it unwatchable to the extent I'm going to have to cancel. 50 Mbps internet connection and netflix cannot cope. Programmes either just hang and don't play at all or they play and the picture is ridiculously blocky. Now TV, iPlayer, 4OD, itv hub and prime video all work with no issues whatsoever - so I know it's not the connection etc.",3,443,get refund nearly love Netflixs content past month find unwatchable extent m go cancel 50 Mbps internet connection netflix cope Programmes hang not play play picture ridiculously blocky TV iPlayer 4od itv hub prime video work issue whatsoever   know connection etc
Resolution drops when price goes up: Restarted my account and found out this morning I got billed twice. First for the first month and second for last month.. in which they interrupted service. Contacted them and they said the money for the extra charge would be back on there in 30 days. How crazy. You know this is not right.. they stole my money and I don't believe them that my $14.94 will be back on my card. They did not even file a refund.. just gave me the general message. It's not cool this is a million dollar if not billion dollar company and we are poor and to still this amount really burns me up.,1,611,resolution drop price go restart account find morning got bill twice month second month interrupt service contact say money extra charge 30 day crazy know right steal money not believe 1494 card file refund give general message cool million dollar billion dollar company poor burn
I enjoy the movies: Terrible update. Movie Info attached to the movie cover swallows the whole screen. Impossible to find anything,4,130,enjoy movie terrible update Movie Info attach movie cover swallow screen impossible find
Wish I could leave 0 stars: Double billed. The call center is SO LOUD you have a hard time understanding.,1,105,wish leave 0 star Double bill center loud hard time understand
"Unauthorised Payment: Netflix makes excuses for what is fast becoming very poor service. Not only is their DVD by mail service going downhill fast but their streaming service is a absolute mess. It is designed for compatibility with Smart TVs, Microsoft OS or cellphones only and other systems WILL have major issues like sound without picture, losing your place in a series and having to go through disc by disc or season by season to find where you were at. Small wonder they are having so much difficulty and their cutbacks are only making it worse for them.",1,561,Unauthorised Payment Netflix make excuse fast poor service dvd mail service go downhill fast streaming service absolute mess design compatibility smart tv Microsoft os cellphone system major issue like sound picture lose place series have disc disc season season find small wonder have difficulty cutback make bad
If I could give zero stars I would: Customer support help me setup with error code on new TV,1,92,zero star customer support help setup error code new tv
Charged for a cancelled service: It's working fine on my TV but i need some updates and customer support is not good everything is alright.,1,139,charge cancel service work fine tv need update customer support good alright
"Terrible: Netflix, like Comcast, has gone to all foreign customer service agents. Some of them are very courteous and helpful, though a little slow at times. Netflix has foreigners now with an attitude. So it's not enough that they can't understand what you need help with, then there's the attitude also. I got one today who did not know the difference between closed captioning and subtitles.  I opened up with that I was having trouble with subtitles and closed captioning, and she immediately leaped to the conclusion that I meant I did not want them. So frustrating.  I used to be so happy with their customer service people. All Americans who were friendly and helpful. If they keep up skimping on customer service, both Netflix and Comcast will be out of business and good riddance.",1,789,terrible Netflix like Comcast go foreign customer service agent courteous helpful little slow time Netflix foreigner attitude not understand need help s attitude get today know difference closed captioning subtitle   open have trouble subtitle close captioning immediately leap conclusion mean want frustrating   happy customer service people Americans friendly helpful skimp customer service Netflix Comcast business good riddance
